index,slug,name,method,endpoint,category,category_label,billing,qps,free_quota_logged_in,free_quota_anonymous,required_query_params,optional_query_params,marketplace_url,docs_url,raw_docs_url,openapi_operation_id,summary,growth_tier,growth_action,promotion_angle,known_calls_30d,known_errors_30d,known_error_rate
67,ocr-idcard,身份证识别,POST,https://v1.apizero.cn/api/ocr-idcard,ocrdata,文档识别,免费试用 · 单次 0 积分,2 / s,20,0,,,https://apizero.cn/marketplace/ocr-idcard,https://apizero.cn/aidocs/ocr-idcard,https://apizero.cn/aidocs/ocr-idcard/raw.md,ocr_idcard,上传身份证正面或反面图片（URL 或 base64），自动识别并结构化返回姓名、身份证号、性别、民族、出生日期、地址、签发机关、有效期等 10 个字段。 支持正反面自动判断，适用于实名认证、用户信息录入、KYC 核验辅助等场景。需要登录后使用，保护用户隐私。,D-inventory,先收录,先放入接口库，等站内调用量或搜索需求上来后再写专项内容。,,,
68,site-check,网站测速诊断,GET,https://v1.apizero.cn/api/site-check,dev,开发工具,免费试用 · 单次 0 积分,2 / s,5000,1000,url,,https://apizero.cn/marketplace/site-check,https://apizero.cn/aidocs/site-check,https://apizero.cn/aidocs/site-check/raw.md,site_check,测量网站的 DNS 解析、TCP 连接、SSL 握手、TTFB、总耗时，跟踪重定向链并提取 SSL 证书摘要、命中 IP/端口、页面体积。一次请求 6 大维度全监测。,D-inventory,先收录,先放入接口库，等站内调用量或搜索需求上来后再写专项内容。,,,
69,code-beautify,代码美化图片,POST,https://v1.apizero.cn/api/code-beautify,dev,开发工具,免费试用 · 单次 0 积分,3 / s,3000,2000,,,https://apizero.cn/marketplace/code-beautify,https://apizero.cn/aidocs/code-beautify,https://apizero.cn/aidocs/code-beautify/raw.md,code_beautify,将代码片段渲染为精美的SVG/PNG卡片图片。支持16种编程语言语法高亮、8套设计主题，适合社交分享和技术文档配图。,D-inventory,先收录,先放入接口库，等站内调用量或搜索需求上来后再写专项内容。,,,
70,desensitize,数据脱敏（敏感信息掩码）,POST,https://v1.apizero.cn/api/desensitize,content,内容娱乐,免费试用 · 单次 0 积分,10 / s,200,50,,,https://apizero.cn/marketplace/desensitize,https://apizero.cn/aidocs/desensitize,https://apizero.cn/aidocs/desensitize/raw.md,desensitize,自动检测并脱敏文本中的手机号、身份证（15/18 位）、银行卡（16-19 位）、邮箱、中文姓名等敏感信息。支持按类型组合，纯本地正则匹配，毫秒级返回。默认不回显原文，避免日志泄漏。,D-inventory,先收录,先放入接口库，等站内调用量或搜索需求上来后再写专项内容。,,,
71,ios-cert,iOS 证书与描述文件检测,POST,https://v1.apizero.cn/api/ios-cert,dev,开发工具,免费试用 · 单次 0 积分,5 / s,10000,5000,,,https://apizero.cn/marketplace/ios-cert,https://apizero.cn/aidocs/ios-cert,https://apizero.cn/aidocs/ios-cert/raw.md,ios_cert,解析 .p12 证书与 .mobileprovision 描述文件，输出证书有效期、吊销状态、Team ID、证书类型（开发/分发/企业）、设备列表、25 项 entitlements 权限以及证书与描述文件匹配性验证。iOS 开发者必备。,D-inventory,先收录,先放入接口库，等站内调用量或搜索需求上来后再写专项内容。,,,
72,csdn-profile,CSDN 博主信息,GET,https://v1.apizero.cn/api/csdn-profile,content,内容娱乐,免费试用 · 单次 0 积分,5 / s,1000,200,username,,https://apizero.cn/marketplace/csdn-profile,https://apizero.cn/aidocs/csdn-profile,https://apizero.cn/aidocs/csdn-profile/raw.md,csdn_profile,通过 CSDN 用户名查询博主公开档案：昵称、头像、码龄、博客等级、原创数、粉丝数、博客排名、IP 属地、原力等级、勋章列表与成就明细。,D-inventory,先收录,先放入接口库，等站内调用量或搜索需求上来后再写专项内容。,,,
73,site-security,网站安全综合评分,GET,https://v1.apizero.cn/api/site-security,dev,开发工具,免费试用 · 单次 0 积分,2 / s,3000,1000,domain,,https://apizero.cn/marketplace/site-security,https://apizero.cn/aidocs/site-security,https://apizero.cn/aidocs/site-security/raw.md,site_security,五维加权综合评分：SSL 证书 (25%) + 域名安全 (20%) + ICP 备案 (20%) + 微信/QQ 拦截 (15%) + 网站性能 (20%)，总分 0-100，对应 A/B/C/D/F 五级。一次请求得到全面诊断报告。,D-inventory,先收录,先放入接口库，等站内调用量或搜索需求上来后再写专项内容。,,,
74,company-profile,企业档案深度查询,POST,https://v1.apizero.cn/api/company-profile,kyc,身份核验,按次付费 · 单次 0 积分,5 / s,3,1,,,https://apizero.cn/marketplace/company-profile,https://apizero.cn/aidocs/company-profile,https://apizero.cn/aidocs/company-profile/raw.md,company_profile,输入企业名称，返回单个企业的多维度深度工商档案：工商基本信息、股东结构、主要成员、对外投资、历史变更记录，以及六大类风险信息（被执行、失信被执行、限制高消费、经营异常、严重违法、行政处罚）。并附企业规模标签、经营状态、成立年限、活力评分与自然语言摘要。 区别于「企业工商信息查询」的关键词列表检索，本接口面向单一企业的深度尽调，支持按维度组合按需查询，适用于商业尽调、合作方背调、风控审查等场景。数据来自权威工商数据库，6 小时缓存。,D-inventory,先收录,先放入接口库，等站内调用量或搜索需求上来后再写专项内容。,,,
75,bili-dynamic,B 站用户动态,GET,https://v1.apizero.cn/api/bili-dynamic,content,内容娱乐,免费试用 · 单次 0 积分,5 / s,1000,200,uid,,https://apizero.cn/marketplace/bili-dynamic,https://apizero.cn/aidocs/bili-dynamic,https://apizero.cn/aidocs/bili-dynamic/raw.md,bili_dynamic,通过 B 站官方公开 API 拉取指定用户的最新动态列表（视频投稿/图文/纯文本/转发等），含发布时间、文本、视频/图片附件、点赞/评论/转发统计。,D-inventory,先收录,先放入接口库，等站内调用量或搜索需求上来后再写专项内容。,,,
76,domain-trade,域名交易市场,GET,https://v1.apizero.cn/api/domain-trade,finance,金融数据,免费试用 · 单次 0 积分,5 / s,1000,200,,"page, pagesize, max_price, max_length, suffix, sale_type",https://apizero.cn/marketplace/domain-trade,https://apizero.cn/aidocs/domain-trade,https://apizero.cn/aidocs/domain-trade/raw.md,domain_trade,拉取 EDNS 域名交易市场公开数据，支持按价格、长度、后缀、交易类型筛选。适合站长扫货短米、行业研究、域名估值参考。,D-inventory,先收录,先放入接口库，等站内调用量或搜索需求上来后再写专项内容。,,,
77,oil-price,全国油价,POST,https://v1.apizero.cn/api/oil-price,life,生活服务,免费试用 · 单次 0 积分,10 / s,1000,500,,,https://apizero.cn/marketplace/oil-price,https://apizero.cn/aidocs/oil-price,https://apizero.cn/aidocs/oil-price/raw.md,oil_price,查询全国各省 92/95/98 号汽油及 0 号柴油的今日最新价格。 覆盖 31 个大陆省级行政区，返回汽柴油零售限价、数据更新日期、下次调价时间及后续涨跌预测。支持省份简称或全称（如「广东」「广东省」「内蒙古」），也支持常见城市名自动归属到所在省（如「广州」→ 广东）；同省内各城市油价一致。数据仅供参考，实际价格以当地加油站为准。,D-inventory,先收录,先放入接口库，等站内调用量或搜索需求上来后再写专项内容。,,,
78,soul-soup,心灵毒鸡汤,POST,https://v1.apizero.cn/api/soul-soup,content,内容娱乐,免费试用 · 单次 0 积分,5 / s,50,30,,,https://apizero.cn/marketplace/soul-soup,https://apizero.cn/aidocs/soul-soup,https://apizero.cn/aidocs/soul-soup/raw.md,soul_soup,"随机返回一句""反鸡汤""文案，用于自嘲、解压或段子素材。",D-inventory,先收录,先放入接口库，等站内调用量或搜索需求上来后再写专项内容。,,,
79,dns-hijack,DNS 劫持检测,GET,https://v1.apizero.cn/api/dns-hijack,dev,开发工具,免费试用 · 单次 0 积分,5 / s,10000,5000,domain,,https://apizero.cn/marketplace/dns-hijack,https://apizero.cn/aidocs/dns-hijack,https://apizero.cn/aidocs/dns-hijack/raw.md,dns_hijack,通过对比 5 大公共 DoH（Cloudflare / Google / AliDNS / DNSPod / OpenDNS）对同一域名的解析结果，检测是否存在 DNS 劫持/污染/篡改。一致 = 安全，多源不一致 = 高风险。,D-inventory,先收录,先放入接口库，等站内调用量或搜索需求上来后再写专项内容。,,,
80,idcard-organ,身份证签发机关查询,GET,https://v1.apizero.cn/api/idcard-organ,kyc,身份核验,免费试用 · 单次 0 积分,10 / s,1000,300,id,,https://apizero.cn/marketplace/idcard-organ,https://apizero.cn/aidocs/idcard-organ,https://apizero.cn/aidocs/idcard-organ/raw.md,idcard_organ,通过身份证号前 6 位行政区划代码，查询对应的签发机关（地方公安局）。覆盖全国 3000+ 区划代码，本地数据零上游。仅供身份证真伪辅助核验、户籍查询等合规场景。,D-inventory,先收录,先放入接口库，等站内调用量或搜索需求上来后再写专项内容。,,,
81,idcard-2c,身份证二要素核验,POST,https://v1.apizero.cn/api/idcard-2c,kyc,身份核验,按次付费 · 单次 0 积分,5 / s,0,0,,,https://apizero.cn/marketplace/idcard-2c,https://apizero.cn/aidocs/idcard-2c,https://apizero.cn/aidocs/idcard-2c/raw.md,idcard_2c,校验「真实姓名 + 18 位身份证号」是否与公安权威库一致，秒级返回。 适用于注册实名、下单风控、账户绑定等场景。仅返回是否一致，不返回任何额外户籍信息；身份证号在响应中脱敏回显。请在取得被核验人授权后调用。,D-inventory,先收录,先放入接口库，等站内调用量或搜索需求上来后再写专项内容。,,,
82,tencent-weather,腾讯天气,POST,https://v1.apizero.cn/api/tencent-weather,life,生活服务,免费试用 · 单次 0 积分,10 / s,1000,500,,,https://apizero.cn/marketplace/tencent-weather,https://apizero.cn/aidocs/tencent-weather,https://apizero.cn/aidocs/tencent-weather/raw.md,tencent_weather,腾讯天气官方数据源，中文省市名直接查询全国天气，无需经纬度。 输入省 + 市（可选区县）即可获取：实时天气、空气质量（AQI/PM2.5/PM10）、未来 7 天预报、24 小时逐时预报、23 项生活指数、日出日落与机动车限行信息。数据来自腾讯天气，权威稳定。完全免费：未登录每日 500 次，登录用户每日 1000 次。,D-inventory,先收录,先放入接口库，等站内调用量或搜索需求上来后再写专项内容。,,,
83,typhoon,台风实时路径,POST,https://v1.apizero.cn/api/typhoon,life,生活服务,免费试用 · 单次 0 积分,10 / s,1000,500,,,https://apizero.cn/marketplace/typhoon,https://apizero.cn/aidocs/typhoon,https://apizero.cn/aidocs/typhoon/raw.md,typhoon,台风实时路径：西北太平洋 / 南海台风实时监测，返回活跃台风列表、单个台风完整移动路径（实况点 + 官方预报点）及风云卫星云图。 数据含台风编号、中英文名、等级、经纬度、中心气压、最大风速、移动方向与逐时路径点；`action=all` 一次取活跃台风 + 最新云图。适用于防灾预警、气象可视化、航运出行等场景。,D-inventory,先收录,先放入接口库，等站内调用量或搜索需求上来后再写专项内容。,,,
84,business-license,营业执照识别,POST,https://v1.apizero.cn/api/business-license,ocrdata,文档识别,免费试用 · 单次 0 积分,2 / s,20,0,,,https://apizero.cn/marketplace/business-license,https://apizero.cn/aidocs/business-license,https://apizero.cn/aidocs/business-license/raw.md,business_license,上传营业执照图片（URL 或 base64），自动识别证件字段，包括统一社会信用代码、公司名称、法人、注册资本、经营范围等共 12 个关键字段信息。 适用于企业资质核验、合规审查、供应商管理、电商开店审核等场景。支持 JPG / PNG，文件大小不超过 10 MB，建议图片清晰、完整、无遮挡。,D-inventory,先收录,先放入接口库，等站内调用量或搜索需求上来后再写专项内容。,,,
85,ocr-vehicle-invoice,机动车发票识别,POST,https://v1.apizero.cn/api/ocr-vehicle-invoice,ocrdata,文档识别,免费试用 · 单次 0 积分,2 / s,20,0,,,https://apizero.cn/marketplace/ocr-vehicle-invoice,https://apizero.cn/aidocs/ocr-vehicle-invoice,https://apizero.cn/aidocs/ocr-vehicle-invoice/raw.md,ocr_vehicle_invoice,结构化识别机动车销售发票，提取发票代码、号码、开票日期、购买方/销售方信息、车辆信息及价税明细等 20 个字段。 适用场景：二手车交易核验、购车报销录入、增值税抵扣材料整理等。支持 jpg/png 格式，文件大小不超过 10MB，建议发票平整、拍摄清晰以提高识别准确率。,D-inventory,先收录,先放入接口库，等站内调用量或搜索需求上来后再写专项内容。,,,
86,wechat-archive,微信文章转存,POST,https://v1.apizero.cn/api/wechat-archive,content,内容娱乐,免费试用 · 单次 0 积分,1 / s,1000,100,,,https://apizero.cn/marketplace/wechat-archive,https://apizero.cn/aidocs/wechat-archive,https://apizero.cn/aidocs/wechat-archive/raw.md,wechat_archive,输入微信公众号文章链接，抓取并转为Markdown/纯文本，提取标题、作者、公众号名称、发布时间，下载正文图片资源。,D-inventory,先收录,先放入接口库，等站内调用量或搜索需求上来后再写专项内容。,,,
87,app-store,App Store 查询,POST,https://v1.apizero.cn/api/app-store,dev,开发工具,免费试用 · 单次 0 积分,10 / s,1000,500,,,https://apizero.cn/marketplace/app-store,https://apizero.cn/aidocs/app-store,https://apizero.cn/aidocs/app-store/raw.md,app_store,输入 App 数字 ID 或应用商店链接，查询 App Store 应用的名称、开发者、版本、评分、价格、截图、兼容性等完整信息。 支持全球多国家/地区（cn/us/jp 等）查询，可用于应用竞品分析、上架状态监控、ASO 运营、开发者工具集成等场景。数据实时聚合、结构清晰，数值/日期已标准化。完全免费。,D-inventory,先收录,先放入接口库，等站内调用量或搜索需求上来后再写专项内容。,,,
88,stock-trend,A股实时行情,POST,https://v1.apizero.cn/api/stock-trend,finance,金融数据,免费试用 · 单次 0 积分,5 / s,50,5,,,https://apizero.cn/marketplace/stock-trend,https://apizero.cn/aidocs/stock-trend,https://apizero.cn/aidocs/stock-trend/raw.md,stock_trend,A股实时行情与分时数据分析接口，覆盖沪深北交易所全部 A 股。 输入 6 位股票代码即可获取：实时行情快照（最新价、涨跌额/涨跌幅、振幅、换手率、量比、市盈率、市净率、总市值/流通市值）、当日分时数据（逐分钟 开/高/低/收、均价、成交量、成交额）、以及技术分析（趋势研判、强弱评分、振幅分级、逐分钟涨跌分布、VWAP 偏离度）。支持 full/simple 两种粒度，数据稳定、字段规范，适合行情展示、量化选股与投研场景。 免费额度：未登录每日 5 次；登录用户每日 50 次免费，超出部分按 ¥0.01/次计费（可用余额抵扣）；开通会员享更高额度与更大并发。,D-inventory,先收录,先放入接口库，等站内调用量或搜索需求上来后再写专项内容。,,,
89,air-history,历史空气质量,POST,https://v1.apizero.cn/api/air-history,life,生活服务,免费试用 · 单次 0 积分,5 / s,50,5,,,https://apizero.cn/marketplace/air-history,https://apizero.cn/aidocs/air-history,https://apizero.cn/aidocs/air-history/raw.md,air_history,按城市 + 年月查询历史空气质量档案：逐日 AQI 与六项污染物（PM2.5/PM10/SO₂/NO₂/CO/O₃）浓度、空气质量等级、首要污染物、全国排名，并给出月度汇总（均值、最佳/最差日、优良天数分布）。 可查范围 2013 年 1 月至当前月，覆盖全国主要城市。首要污染物按国标 HJ 633-2012 IAQI 分指数计算。数据仅供参考。,D-inventory,先收录,先放入接口库，等站内调用量或搜索需求上来后再写专项内容。,,,
90,mingyan,名人名言,POST,https://v1.apizero.cn/api/mingyan,content,内容娱乐,免费试用 · 单次 0 积分,5 / s,50,30,,,https://apizero.cn/marketplace/mingyan,https://apizero.cn/aidocs/mingyan,https://apizero.cn/aidocs/mingyan/raw.md,mingyan,返回一条名人名言，支持按类型筛选。action=types 可获取所有类型列表。,D-inventory,先收录,先放入接口库，等站内调用量或搜索需求上来后再写专项内容。,,,
91,image-nsfw,图片鉴黄,POST,https://v1.apizero.cn/api/image-nsfw,ai,AI 能力,免费试用 · 单次 0 积分,2 / s,100,10,,,https://apizero.cn/marketplace/image-nsfw,https://apizero.cn/aidocs/image-nsfw,https://apizero.cn/aidocs/image-nsfw/raw.md,image_nsfw,图片NSFW内容检测。支持本地NudeNet推理（零调用费）及百度/腾讯/阿里云端三家，统一返回 decision（block/review/pass）+ 分类得分 + 检测框。,D-inventory,先收录,先放入接口库，等站内调用量或搜索需求上来后再写专项内容。,,,
92,2fa,2FA 动态验证码,POST,https://v1.apizero.cn/api/2fa,dev,开发工具,免费试用 · 单次 0 积分,20 / s,1000,200,,,https://apizero.cn/marketplace/2fa,https://apizero.cn/aidocs/2fa,https://apizero.cn/aidocs/2fa/raw.md,2fa,2FA 动态验证码（TOTP）生成与校验，兼容 Google Authenticator 等主流身份验证器。 基于 RFC 6238 标准由本平台自建实现，支持「生成 / 验证 / 批量」三种模式，可自定义验证码位数（4~8）与有效周期（10~120 秒）。密钥仅参与计算、不存储、不回显，验证采用恒定时间比较防时序攻击。接口完全免费，支持匿名调用。,D-inventory,先收录,先放入接口库，等站内调用量或搜索需求上来后再写专项内容。,,,
93,carrier-3c,运营商三要素核验,POST,https://v1.apizero.cn/api/carrier-3c,kyc,身份核验,按次付费 · 单次 0 积分,5 / s,0,0,,,https://apizero.cn/marketplace/carrier-3c,https://apizero.cn/aidocs/carrier-3c,https://apizero.cn/aidocs/carrier-3c/raw.md,carrier_3c,运营商三要素实名核验：一次校验「姓名 + 手机号 + 身份证号」三者是否一致，返回核验结论。 适用于账户实名、风控准入、身份一致性校验等场景。仅返回是否一致的结论，不返回、不存储任何明文个人信息；接口需登录并按次计费，请在取得信息主体明确授权后合规调用。,D-inventory,先收录,先放入接口库，等站内调用量或搜索需求上来后再写专项内容。,,,
94,ocr-vehicle-license,行驶证识别,POST,https://v1.apizero.cn/api/ocr-vehicle-license,ocrdata,文档识别,免费试用 · 单次 0 积分,2 / s,20,0,,,https://apizero.cn/marketplace/ocr-vehicle-license,https://apizero.cn/aidocs/ocr-vehicle-license,https://apizero.cn/aidocs/ocr-vehicle-license/raw.md,ocr_vehicle_license,结构化识别行驶证，提取号牌号码、车辆类型、所有人、住址、品牌型号、VIN、发动机号、注册日期、总质量、核定载质量、外廓尺寸、检验记录等 20 个字段。 适用场景：二手车交易核验、车辆过户信息录入、保险投保材料自动提取等。含所有人姓名及住址，仅限已登录用户调用，匿名访问不开放。,D-inventory,先收录,先放入接口库，等站内调用量或搜索需求上来后再写专项内容。,,,
95,car-owner-check,车牌车主核验,POST,https://v1.apizero.cn/api/car-owner-check,kyc,身份核验,按次付费 · 单次 0 积分,5 / s,0,0,,,https://apizero.cn/marketplace/car-owner-check,https://apizero.cn/aidocs/car-owner-check,https://apizero.cn/aidocs/car-owner-check/raw.md,car_owner_check,车牌号与车主姓名一致性核验，快速判断二者是否匹配。 适用于二手车交易、租车、物流承运、金融风控等场景的车辆归属初步核验。仅返回「相符 / 不符」结论，不返回车主任何隐私详情。本接口为身份核验类敏感能力，需登录并携带 API Key 调用，按次计费。,D-inventory,先收录,先放入接口库，等站内调用量或搜索需求上来后再写专项内容。,,,
96,driving-license,驾驶证识别,POST,https://v1.apizero.cn/api/driving-license,ocrdata,文档识别,免费试用 · 单次 0 积分,2 / s,20,0,,,https://apizero.cn/marketplace/driving-license,https://apizero.cn/aidocs/driving-license,https://apizero.cn/aidocs/driving-license/raw.md,driving_license,上传驾驶证图片（URL 或 base64），自动识别证件字段，包括证号、姓名、性别、国籍、住址、出生日期、准驾车型、有效期等共 12 个关键字段信息。 适用于网约车平台司机资质核验、二手车交易身份核实、物流企业驾照信息录入等场景。支持 JPG / PNG / BMP，图片建议清晰、无遮挡。,D-inventory,先收录,先放入接口库，等站内调用量或搜索需求上来后再写专项内容。,,,
97,ocr-bank-card,银行卡识别,POST,https://v1.apizero.cn/api/ocr-bank-card,ocrdata,文档识别,免费试用 · 单次 0 积分,2 / s,20,0,,,https://apizero.cn/marketplace/ocr-bank-card,https://apizero.cn/aidocs/ocr-bank-card,https://apizero.cn/aidocs/ocr-bank-card/raw.md,ocr_bank_card,识别银行卡图片中的卡号与有效期，支持 URL 和 base64 两种输入方式。 适用场景：在线开户填卡、支付绑卡辅助录入、卡号核对等。支持 jpg/png 格式，文件大小不超过 10MB，建议图片清晰、卡面完整以提高识别率。,D-inventory,先收录,先放入接口库，等站内调用量或搜索需求上来后再写专项内容。,,,
98,ocr-cn-passport,中国护照识别,POST,https://v1.apizero.cn/api/ocr-cn-passport,ocrdata,文档识别,免费试用 · 单次 0 积分,2 / s,20,0,,,https://apizero.cn/marketplace/ocr-cn-passport,https://apizero.cn/aidocs/ocr-cn-passport,https://apizero.cn/aidocs/ocr-cn-passport/raw.md,ocr_cn_passport,结构化识别中国护照，提取护照号码、中英文姓名、出生日期、有效期至、签发地点共 6 个关键字段。 适用场景：出行实名核验、酒店/机构入住登记、跨境业务证件录入等。护照属于高敏感度身份证件，仅限已登录用户调用，匿名访问不开放。,D-inventory,先收录,先放入接口库，等站内调用量或搜索需求上来后再写专项内容。,,,
99,ocr-health-cert,健康证识别,POST,https://v1.apizero.cn/api/ocr-health-cert,ocrdata,文档识别,免费试用 · 单次 0 积分,2 / s,20,0,,,https://apizero.cn/marketplace/ocr-health-cert,https://apizero.cn/aidocs/ocr-health-cert,https://apizero.cn/aidocs/ocr-health-cert/raw.md,ocr_health_cert,结构化识别健康证，提取姓名、发证机关、办证日期、发证日期、体检日期、有效日期共 6 个关键字段。 适用场景：餐饮/食品行业从业人员健康证核验、HR 入职材料自动录入、证件有效期批量管理等。支持 URL 和 base64 两种输入方式，jpg/png 格式，建议证件图片完整清晰。,D-inventory,先收录,先放入接口库，等站内调用量或搜索需求上来后再写专项内容。,,,
100,ocr-train-ticket,火车票识别,POST,https://v1.apizero.cn/api/ocr-train-ticket,ocrdata,文档识别,免费试用 · 单次 0 积分,2 / s,20,0,,,https://apizero.cn/marketplace/ocr-train-ticket,https://apizero.cn/aidocs/ocr-train-ticket,https://apizero.cn/aidocs/ocr-train-ticket/raw.md,ocr_train_ticket,结构化识别国内全类型火车票（含高铁、动车、普通车票），提取出发/到达站、车次、姓名、座位号、票价、出发时间、身份证号、售卖站等 13 个字段。 适用场景：差旅费报销自动录入、行程管理、票据核对等。因返回内容含姓名和身份证号，仅限已登录用户调用，匿名访问不开放。,D-inventory,先收录,先放入接口库，等站内调用量或搜索需求上来后再写专项内容。,,,
101,hot-search,全网热搜聚合,POST,https://v1.apizero.cn/api/hot-search,content,内容娱乐,免费试用 · 单次 0 积分,3 / s,3000,2000,,,https://apizero.cn/marketplace/hot-search,https://apizero.cn/aidocs/hot-search,https://apizero.cn/aidocs/hot-search/raw.md,hot_search,聚合微博热搜、知乎热榜、B站日榜、百度贴吧热议，一次请求获取全网热门话题。支持按平台筛选和条数限制。,D-inventory,先收录,先放入接口库，等站内调用量或搜索需求上来后再写专项内容。,,,
102,ocr-taxi-invoice,出租车发票识别,POST,https://v1.apizero.cn/api/ocr-taxi-invoice,ocrdata,文档识别,免费试用 · 单次 0 积分,2 / s,20,0,,,https://apizero.cn/marketplace/ocr-taxi-invoice,https://apizero.cn/aidocs/ocr-taxi-invoice,https://apizero.cn/aidocs/ocr-taxi-invoice/raw.md,ocr_taxi_invoice,结构化识别全国出租车机打发票，提取车号、上下车时间、里程、金额、发票代码/号码、单价、附加费、印章信息等 16 个字段。 适用场景：差旅费报销自动录入、行程费用核对、财务审计等。支持 URL 和 base64 两种输入方式，发票图片建议拍摄平整清晰。,D-inventory,先收录,先放入接口库，等站内调用量或搜索需求上来后再写专项内容。,,,
103,ocr-tw-permit,台胞证识别,POST,https://v1.apizero.cn/api/ocr-tw-permit,ocrdata,文档识别,免费试用 · 单次 0 积分,2 / s,20,0,,,https://apizero.cn/marketplace/ocr-tw-permit,https://apizero.cn/aidocs/ocr-tw-permit,https://apizero.cn/aidocs/ocr-tw-permit/raw.md,ocr_tw_permit,结构化识别台湾居民来往大陆通行证（台胞证），提取中文姓名、英文姓名、出生日期、证件号码、有效期共 5 个关键字段。 适用场景：台湾居民实名认证、酒店入住登记、证件信息自动录入等。涉及个人身份信息，仅限已登录用户调用，匿名访问不开放。支持 URL 和 base64 两种输入方式，jpg/png 格式，建议证件图片完整清晰。,D-inventory,先收录,先放入接口库，等站内调用量或搜索需求上来后再写专项内容。,,,
104,bili-danmaku,B站弹幕分析,POST,https://v1.apizero.cn/api/bili-danmaku,content,内容娱乐,免费试用 · 单次 0 积分,2 / s,20,10,,,https://apizero.cn/marketplace/bili-danmaku,https://apizero.cn/aidocs/bili-danmaku,https://apizero.cn/aidocs/bili-danmaku/raw.md,bili_danmaku,输入B站BV/AV号，拉取视频弹幕并分析高频重复弹幕、热词/梗、整体情感倾向（正向/负向/中性）。,D-inventory,先收录,先放入接口库，等站内调用量或搜索需求上来后再写专项内容。,,,
105,dns-lookup,DNS 查询,POST,https://v1.apizero.cn/api/dns-lookup,dev,开发工具,免费试用 · 单次 0 积分,5 / s,500,300,,,https://apizero.cn/marketplace/dns-lookup,https://apizero.cn/aidocs/dns-lookup,https://apizero.cn/aidocs/dns-lookup/raw.md,dns_lookup,零依赖DNS查询API。自实现DNS协议（RFC 1035），支持A/AAAA/MX/TXT/CNAME/NS/SOA/SRV/PTR/CAA记录类型，UDP自动fallback到DoH（DNS over HTTPS）防劫持。,B-support,补充推广,DNS 查询 API；适合开发者工具、域名诊断、运维脚本。,,,
